sgRNAID	MFE
glpFb3927_262	0.0
glpFb3927_27	0.0
glpFb3927_415	0.0
glpFb3927_467	0.0
glpFb3927_489	0.0
glpFb3927_585	-3.3
glpFb3927_609	-2.4
glpFb3927_641	0.0
glpFb3927_674	-1.0
glpFb3927_717	-2.1
glpFb3927_749	-2.4
glpGb3424_128	-2.7
glpGb3424_14	-1.7
glpGb3424_184	-0.1
glpGb3424_231	0.0
glpGb3424_263	-3.2
glpGb3424_27	-4.2
glpGb3424_329	0.0
glpGb3424_504	-2.7
glpGb3424_583	0.0
glpGb3424_655	-2.1
glpGb3424_716	0.0
glpGb3424_776	-1.5
glpKb3926_120	-0.9
glpKb3926_1206	-7.5
glpKb3926_215	0.0
glpKb3926_326	-0.3
glpKb3926_33	-4.6
glpKb3926_435	-2.6
glpKb3926_44	-2.0
glpKb3926_50	-2.5
glpKb3926_537	-1.8
glpKb3926_631	-1.0
glpKb3926_794	-1.9
glpKb3926_875	-3.5
glpQb2239_1042	0.0
glpQb2239_130	-3.1
glpQb2239_237	0.0
glpQb2239_353	-0.5
glpQb2239_408	-2.0
glpQb2239_531	0.0
glpQb2239_596	0.0
glpQb2239_671	-1.9
glpQb2239_745	0.0
glpQb2239_797	0.0
glpQb2239_973	0.0
glpTb2240_1043	0.0
glpTb2240_1129	-1.3
glpTb2240_290	-0.5
glpTb2240_340	-1.2
glpTb2240_418	0.0
glpTb2240_43	-4.3
glpTb2240_47	-3.1
glpTb2240_517	-1.6
glpTb2240_61	0.0
glpTb2240_632	-4.7
glpTb2240_776	-1.6
glpTb2240_872	-0.8
glpTb2240_93	0.0
glpTb2240_951	-6.7
glpXb3925_116	-0.4
glpXb3925_17	-0.3
glpXb3925_190	0.0
glpXb3925_288	-2.9
glpXb3925_379	-4.7
glpXb3925_457	0.0
glpXb3925_506	-5.2
glpXb3925_572	0.0
glpXb3925_663	-1.2
glpXb3925_788	-1.7
glpXb3925_857	-0.8
glpXb3925_908	-4.9
glpXb3925_941	-0.5
glpXb3925_985	-3.6
glrKb2556_1021	-0.4
glrKb2556_1121	-1.3
glrKb2556_1256	-0.3
glrKb2556_13	-1.0
glrKb2556_14	-1.5
glrKb2556_22	0.0
glrKb2556_23	0.0
glrKb2556_245	0.0
glrKb2556_506	0.0
glrKb2556_627	0.0
glrKb2556_744	-1.3
glrKb2556_75	-0.7
glrRb2554_1100	-0.2
glrRb2554_1169	0.0
glrRb2554_226	0.0
glrRb2554_309	-2.2
glrRb2554_383	-3.2
glrRb2554_43	-0.4
glrRb2554_503	-0.1
glrRb2554_544	-1.4
glrRb2554_6	0.0
glrRb2554_672	-1.8
glrRb2554_72	-2.7
glrRb2554_727	-2.8
glrRb2554_831	-1.8
glrRb2554_903	-1.6
glrRb2554_999	-2.2
glsAb0485_180	-0.3
glsAb0485_340	-1.6
glsAb0485_375	0.0
glsAb0485_47	0.0
glsAb0485_474	-3.6
glsAb0485_498	-7.0
glsAb0485_563	-6.3
glsAb0485_694	-0.9
glsAb0485_740	0.0
glsAb0485_80	-0.6
glsBb1524_11	0.0
glsBb1524_116	0.0
glsBb1524_242	0.0
glsBb1524_299	0.0
glsBb1524_331	0.0
glsBb1524_455	-2.5
glsBb1524_543	-1.4
glsBb1524_55	0.0
glsBb1524_617	-1.5
glsBb1524_769	0.0
glsBb1524_881	0.0
gltAb0720_1051	0.0
gltAb0720_1142	-1.4
gltAb0720_1221	-0.8
gltAb0720_155	0.0
gltAb0720_26	-1.3
gltAb0720_27	-0.7
gltAb0720_327	-1.7
gltAb0720_512	0.0
gltAb0720_625	0.0
gltAb0720_701	-0.2
gltAb0720_950	-0.5
gltAb0720_96	-2.3
gltBb3212_110	-5.0
gltBb3212_1254	-2.8
gltBb3212_140	-2.9
gltBb3212_18	0.0
gltBb3212_184	-1.8
gltBb3212_2159	-2.4
gltBb3212_3089	-2.8
gltBb3212_329	0.0
gltBb3212_4026	-0.3
gltBb3212_45	-7.2
gltBb3212_53	-0.9
gltBb3212_70	-2.4
gltBb3212_75	-1.5
gltDb3213_1134	0.0
gltDb3213_119	-5.5
gltDb3213_1273	-5.0
gltDb3213_1370	-0.2
gltDb3213_215	0.0
gltDb3213_30	-4.9
gltDb3213_320	-3.3
gltDb3213_409	-1.0
gltDb3213_46	0.0
gltDb3213_515	-1.0
gltDb3213_572	0.0
gltDb3213_69	0.0
gltDb3213_701	-2.6
gltDb3213_830	-6.4
gltDb3213_983	-4.6
gltFb3214_121	-0.4
gltFb3214_135	0.0
gltFb3214_200	0.0
gltFb3214_268	-0.6
gltFb3214_287	-1.2
gltFb3214_389	-0.7
gltFb3214_409	0.0
gltFb3214_437	0.0
gltFb3214_538	0.0
gltFb3214_551	-1.3
gltFb3214_637	-2.1
gltFb3214_664	0.0
gltFb3214_68	-1.1
gltIb0655_154	-0.1
gltIb0655_209	-2.6
gltIb0655_274	0.0
gltIb0655_35	-3.1
gltIb0655_36	-3.1
gltIb0655_360	0.0
gltIb0655_416	0.0
gltIb0655_479	-0.3
gltIb0655_551	-1.1
gltIb0655_596	-0.5
gltIb0655_655	-4.1
gltIb0655_698	0.0
gltIb0655_776	0.0
gltIb0655_78	-0.4
gltIb0655_834	0.0
gltJb0654_132	0.0
gltJb0654_164	0.0
gltJb0654_174	0.0
gltJb0654_248	-2.3
gltJb0654_333	-3.3
gltJb0654_368	-4.1
gltJb0654_395	-4.9
gltJb0654_457	0.0
gltJb0654_484	-1.5
gltJb0654_507	-1.9
gltJb0654_551	-1.3
gltJb0654_59	0.0
gltJb0654_617	0.0
gltJb0654_641	-1.7
gltKb0653_140	-4.8
gltKb0653_173	-2.9
gltKb0653_199	0.0
gltKb0653_23	0.0
gltKb0653_238	-1.9
gltKb0653_30	-0.4
gltKb0653_31	-0.9
gltKb0653_329	-1.6
gltKb0653_348	0.0
gltKb0653_36	-4.1
gltKb0653_442	-2.3
gltKb0653_506	-0.8
gltKb0653_543	-0.6
gltKb0653_594	0.0
gltKb0653_80	-1.9
gltLb0652_102	0.0
gltLb0652_147	-0.6
gltLb0652_154	-1.0
gltLb0652_209	-1.5
gltLb0652_230	-1.4
gltLb0652_350	-1.8
gltLb0652_389	0.0
gltLb0652_505	0.0
gltLb0652_53	0.0
gltLb0652_579	-6.1
gltLb0652_65	0.0
gltLb0652_655	-1.1
gltLb0652_679	0.0
gltLb0652_690	-4.5
gltLb0652_8	-0.6
gltPb4077_1072	0.0
gltPb4077_1158	-0.1
gltPb4077_127	-2.7
gltPb4077_221	-0.2
gltPb4077_284	0.0
gltPb4077_356	-3.7
gltPb4077_442	-0.2
gltPb4077_528	-4.2
gltPb4077_560	-0.8
gltPb4077_622	0.0
gltPb4077_63	-2.4
gltPb4077_719	0.0
gltPb4077_786	0.0
gltPb4077_878	-2.7
gltPb4077_968	0.0
gltSb3653_1051	-4.1
gltSb3653_106	-1.6
gltSb3653_1123	0.0
gltSb3653_266	0.0
gltSb3653_329	0.0
gltSb3653_404	-0.9
gltSb3653_488	0.0
gltSb3653_597	-5.1
gltSb3653_638	0.0
gltSb3653_740	0.0
gltSb3653_804	0.0
gltSb3653_827	-0.6
gltSb3653_913	0.0
gltSb3653_962	-0.5
gltXb2400_1001	-3.1
gltXb2400_1124	-0.2
gltXb2400_1187	0.0
gltXb2400_1279	-3.0
gltXb2400_1352	-1.3
gltXb2400_475	-1.4
gltXb2400_539	0.0
gltXb2400_585	-2.0
gltXb2400_664	-0.6
gltXb2400_810	-1.5
gltXb2400_884	-1.6
gluQb0144_104	-2.8
gluQb0144_135	0.0
gluQb0144_197	-2.8
gluQb0144_299	0.0
gluQb0144_442	-2.6
gluQb0144_525	0.0
gluQb0144_54	0.0
gluQb0144_619	-1.2
gluQb0144_667	-1.0
gluQb0144_685	-1.5
gluQb0144_762	-2.2
gluQb0144_840	-0.2
glxKb0514_1002	-2.6
glxKb0514_239	-0.6
glxKb0514_285	-1.5
glxKb0514_326	-0.8
glxKb0514_381	0.0
glxKb0514_459	-4.1
glxKb0514_558	0.0
glxKb0514_646	0.0
glxKb0514_726	-2.0
glxKb0514_74	-0.5
glxKb0514_869	0.0
glxKb0514_913	0.0
glxRb0509_150	0.0
glxRb0509_190	-2.0
glxRb0509_239	-3.4
glxRb0509_288	-4.5
glxRb0509_352	-1.8
glxRb0509_40	-5.7
glxRb0509_471	0.0
glxRb0509_557	-2.5
glxRb0509_588	-5.5
glxRb0509_65	0.0
glxRb0509_674	0.0
glxRb0509_720	-5.4
glxRb0509_773	0.0
glxRb0509_816	0.0
glxRb0509_89	0.0
glyAb2551_1004	0.0
glyAb2551_1066	-0.1
glyAb2551_178	-1.8
glyAb2551_26	0.0
glyAb2551_297	-0.5
glyAb2551_378	-2.2
glyAb2551_430	-5.4
glyAb2551_467	-1.5
glyAb2551_588	-0.6
glyAb2551_639	-1.8
glyAb2551_677	-5.1
glyAb2551_771	-0.7
glyAb2551_844	-0.5
glyAb2551_906	-0.2
gmdb2053_1003	-1.4
gmdb2053_174	-0.3
gmdb2053_23	-2.5
gmdb2053_32	-1.8
gmdb2053_398	0.0
gmdb2053_448	-0.2
gmdb2053_51	-5.1
gmdb2053_521	-4.2
gmdb2053_584	-0.5
gmdb2053_669	-9.5
gmdb2053_736	-0.8
gmdb2053_866	-5.7
gmdb2053_898	0.0
gmhAb0222_105	-2.4
gmhAb0222_164	-1.8
gmhAb0222_200	-0.5
gmhAb0222_219	-8.2
gmhAb0222_223	-2.9
gmhAb0222_306	-0.6
gmhAb0222_356	0.0
gmhAb0222_503	-0.2
gmhAb0222_543	-0.3
gmhAb0222_6	-1.9
gmhBb0200_113	-0.7
gmhBb0200_158	-1.7
gmhBb0200_16	0.0
gmhBb0200_191	-1.1
gmhBb0200_215	0.0
gmhBb0200_243	0.0
gmhBb0200_277	0.0
gmhBb0200_312	-8.6
gmhBb0200_340	-5.2
gmhBb0200_386	0.0
gmhBb0200_44	0.0
gmhBb0200_478	-1.3
gmhBb0200_487	-0.8
gmhBb0200_69	0.0
gmkb3648_147	0.0
gmkb3648_213	0.0
gmkb3648_263	-0.1
gmkb3648_346	0.0
gmkb3648_373	-4.0
gmkb3648_399	-3.0
gmkb3648_542	-2.0
gmrb1285_1130	-1.6
gmrb1285_1282	-5.8
gmrb1285_1379	-2.7
gmrb1285_1536	-1.6
gmrb1285_1691	-0.5
gmrb1285_1886	0.0
gmrb1285_399	0.0
gmrb1285_486	-2.0
gmrb1285_55	0.0
gmrb1285_568	-2.3
gmrb1285_736	0.0
gmrb1285_8	-0.4
gmrb1285_848	0.0
gmrb1285_968	-3.5
gndb2029_1144	-3.0
gndb2029_1255	-2.0
gndb2029_1323	-1.7
gndb2029_157	0.0
gndb2029_258	0.0
gndb2029_412	-4.0
gndb2029_5	0.0
gndb2029_524	-0.5
gndb2029_599	-0.2
gndb2029_893	0.0
gnsAb4517_134	0.0
gnsAb4517_44	0.0
gnsAb4517_68	-0.4
gnsBb1550_101	-0.3
gnsBb1550_86	0.0
gntKb3437_101	0.0
gntKb3437_123	0.0
gntKb3437_126	0.0
gntKb3437_15	0.0
gntKb3437_166	-1.4
gntKb3437_215	-2.6
gntKb3437_24	0.0
gntKb3437_357	-0.7
gntKb3437_392	0.0
gntKb3437_446	0.0
gntKb3437_475	0.0
gntKb3437_500	0.0
gntPb4321_1094	-1.9
gntPb4321_1187	0.0
gntPb4321_1245	-0.7
gntPb4321_1298	0.0
gntPb4321_359	-0.4
gntPb4321_395	-1.8
gntPb4321_558	0.0
gntPb4321_622	-0.6
gntPb4321_734	0.0
gntPb4321_791	-0.6
gntPb4321_845	-1.4
gntPb4321_999	-6.6
gntRb3438_152	-2.7
gntRb3438_16	-1.6
gntRb3438_17	-1.6
gntRb3438_204	0.0
gntRb3438_287	-1.9
gntRb3438_333	-3.6
gntRb3438_387	0.0
gntRb3438_460	-0.8
gntRb3438_551	-0.1
gntRb3438_634	0.0
gntRb3438_674	-0.9
gntRb3438_747	-1.9
gntRb3438_796	-4.1
gntRb3438_877	-0.3
gntRb3438_946	0.0
gntTb3415_1034	-2.7
gntTb3415_1125	0.0
gntTb3415_186	0.0
gntTb3415_269	0.0
gntTb3415_380	-3.4
gntTb3415_4	-0.1
gntTb3415_478	-1.1
gntTb3415_522	0.0
gntTb3415_694	0.0
gntTb3415_735	-3.2
gntTb3415_784	-3.1
gntTb3415_87	-0.3
gntTb3415_884	-1.4
gntTb3415_980	-0.4
gntUb4476_1265	-5.2
gntUb4476_136	-1.3
gntUb4476_209	-0.1
gntUb4476_297	-2.7
gntUb4476_478	-5.1
gntUb4476_546	-2.0
gntUb4476_606	0.0
gntUb4476_670	0.0
gntUb4476_751	0.0
gntUb4476_803	0.0
gntXb3413_13	-2.8
gntXb3413_217	-0.1
gntXb3413_269	-1.7
gntXb3413_323	-3.7
gntXb3413_33	-2.8
gntXb3413_358	-4.4
gntXb3413_40	0.0
gntXb3413_441	-1.4
gntXb3413_485	-1.4
gntXb3413_550	-1.1
gntXb3413_90	0.0
gorb3500_1018	-1.0
gorb3500_1118	0.0
gorb3500_1167	-0.9
gorb3500_1283	0.0
gorb3500_1318	0.0
gorb3500_202	-4.3
gorb3500_279	-3.5
gorb3500_395	-1.0
gorb3500_435	-4.0
gorb3500_63	-3.8
gorb3500_659	-8.4
gorb3500_690	0.0
gorb3500_813	-2.7
gorb3500_957	0.0
gphb3385_116	-2.2
gphb3385_143	0.0
gphb3385_188	-4.9
gphb3385_256	0.0
gphb3385_317	0.0
gphb3385_350	-0.6
gphb3385_415	-4.1
gphb3385_452	0.0
gphb3385_513	0.0
gphb3385_550	-2.5
gphb3385_615	-2.3
gphb3385_632	0.0
gphb3385_710	-0.9
gpmAb0755_198	0.0
gpmAb0755_239	0.0
gpmAb0755_251	0.0
gpmAb0755_370	0.0
gpmAb0755_412	-2.4
gpmAb0755_445	-1.8
gpmAb0755_470	-2.6
gpmAb0755_477	-3.1
gpmAb0755_486	-0.6
gpmAb0755_511	-0.5
gpmAb0755_637	0.0
gpmAb0755_68	0.0
gpmMb3612_1013	0.0
gpmMb3612_1181	0.0
gpmMb3612_1301	0.0
gpmMb3612_1395	-1.3
gpmMb3612_1503	0.0
gpmMb3612_19	0.0
gpmMb3612_210	-2.3
gpmMb3612_359	-6.8
gpmMb3612_441	-1.0
gpmMb3612_537	-1.2
gpmMb3612_786	-1.5
gpmMb3612_96	0.0
gppb3779_1095	0.0
gppb3779_11	-4.7
gppb3779_1169	-0.7
gppb3779_1296	-4.9
gppb3779_1387	-5.8
gppb3779_29	0.0
gppb3779_293	0.0
gppb3779_402	0.0
gppb3779_518	-0.3
gppb3779_696	0.0
gppb3779_8	-4.7
gppb3779_830	-3.8
gppb3779_90	-3.2
gppb3779_954	-3.7
gprb3001_144	0.0
gprb3001_19	-0.1
gprb3001_20	-0.4
gprb3001_202	-2.0
gprb3001_237	-0.3
gprb3001_369	-1.6
gprb3001_446	-2.2
gprb3001_45	0.0
gprb3001_503	-3.1
gprb3001_580	0.0
gprb3001_621	-1.7
gprb3001_670	-2.2
gprb3001_715	-0.3
gpsAb3608_141	-0.6
gpsAb3608_189	-3.8
gpsAb3608_251	-1.4
gpsAb3608_347	-4.8
gpsAb3608_417	0.0
gpsAb3608_476	-2.2
gpsAb3608_547	-0.1
gpsAb3608_614	0.0
gpsAb3608_660	-0.1
gpsAb3608_69	-2.0
gpsAb3608_708	-4.1
gpsAb3608_768	-4.3
gpsAb3608_861	-2.5
gptb0238_101	-2.1
gptb0238_170	-0.7
gptb0238_23	-2.7
gptb0238_278	-0.8
gptb0238_313	-1.8
gptb0238_332	-1.0
gptb0238_346	-1.0
gptb0238_358	0.0
gptb0238_387	-0.1
gptb0238_398	0.0
gptb0238_412	0.0
gptb0238_42	-2.3
gptb0238_63	0.0
gptb0238_73	0.0
grcAb2579_172	0.0
grcAb2579_187	0.0
grcAb2579_29	0.0
grcAb2579_302	-0.7
grcAb2579_334	0.0
greAb3181_13	-2.8
greAb3181_180	-1.9
greAb3181_200	-1.8
greAb3181_233	-9.2
greAb3181_272	0.0
greAb3181_354	0.0
greAb3181_430	0.0
greAb3181_75	0.0
greBb3406_101	-5.9
greBb3406_107	-3.4
greBb3406_11	-6.1
greBb3406_123	-3.8
greBb3406_177	-1.5
greBb3406_204	0.0
greBb3406_21	0.0
greBb3406_235	0.0
greBb3406_303	-2.9
greBb3406_309	-0.3
greBb3406_365	-1.0
greBb3406_422	-2.1
greBb3406_428	0.0
greBb3406_79	-4.5
groLb4143_1197	-6.8
groLb4143_1384	-0.4
groLb4143_1486	0.0
groLb4143_149	-0.2
groLb4143_269	-5.0
groLb4143_409	-3.8
groLb4143_470	0.0
groLb4143_597	0.0
groLb4143_722	-5.8
groLb4143_835	0.0
groLb4143_89	-6.2
groLb4143_896	-7.3
groSb4142_107	-0.5
groSb4142_108	-0.2
groSb4142_13	-3.3
grpEb2614_161	-3.4
grpEb2614_200	-0.8
grpEb2614_213	0.0
grpEb2614_248	0.0
grpEb2614_249	0.0
grpEb2614_25	-6.8
grpEb2614_289	0.0
grpEb2614_303	0.0
grpEb2614_339	0.0
grpEb2614_39	0.0
grpEb2614_40	0.0
grpEb2614_428	-5.4
grpEb2614_441	-2.1
grpEb2614_451	-2.3
grpEb2614_88	-3.7
grxAb0849_163	0.0
grxAb0849_164	0.0
grxAb0849_173	-0.8
grxAb0849_178	0.0
grxAb0849_218	0.0
grxAb0849_8	0.0
grxBb1064_115	-3.4
grxBb1064_145	-2.8
grxBb1064_168	-4.3
grxBb1064_178	0.0
grxBb1064_226	-0.6
grxBb1064_236	-2.3
grxBb1064_250	-3.6
grxBb1064_254	0.0
grxBb1064_307	-4.9
grxBb1064_317	0.0
grxBb1064_401	-1.6
grxBb1064_413	0.0
grxBb1064_45	-1.0
grxBb1064_73	-0.6
grxCb3610_116	-0.4
grxCb3610_152	-1.7
grxCb3610_161	0.0
grxCb3610_162	0.0
grxCb3610_23	-0.5
grxCb3610_32	-1.8
grxCb3610_37	-2.7
grxCb3610_45	-5.6
grxCb3610_5	-0.2
grxCb3610_87	-4.6
grxCb3610_97	-5.4
grxDb1654_101	-6.1
grxDb1654_111	-4.3
grxDb1654_122	-3.5
grxDb1654_143	0.0
grxDb1654_166	-2.1
grxDb1654_205	-4.0
grxDb1654_209	-4.0
grxDb1654_214	-0.6
grxDb1654_311	0.0
grxDb1654_45	-0.2
grxDb1654_51	-1.1
grxDb1654_8	-2.8
gshAb2688_1006	-3.0
gshAb2688_1207	0.0
gshAb2688_1328	-0.9
gshAb2688_1413	-1.8
gshAb2688_176	-1.6
gshAb2688_301	-1.1
gshAb2688_434	0.0
gshAb2688_46	0.0
gshAb2688_6	0.0
gshAb2688_662	-2.8
gshAb2688_7	0.0
gshAb2688_755	0.0
gshAb2688_913	-4.3
gshBb2947_156	-3.8
gshBb2947_226	0.0
gshBb2947_27	0.0
gshBb2947_278	-1.0
gshBb2947_346	-3.2
gshBb2947_383	0.0
gshBb2947_481	0.0
gshBb2947_551	-1.9
gshBb2947_604	-4.7
gshBb2947_730	-3.8
gshBb2947_764	-3.8
gshBb2947_859	0.0
gsiAb0829_1116	-2.3
gsiAb0829_1246	-0.2
gsiAb0829_1460	-5.1
gsiAb0829_1672	0.0
gsiAb0829_1840	-0.3
gsiAb0829_192	0.0
gsiAb0829_297	-1.9
gsiAb0829_4	0.0
gsiAb0829_479	-2.0
gsiAb0829_62	-1.9
gsiAb0829_621	-1.5
gsiAb0829_75	-2.4
gsiAb0829_787	-2.9
gsiAb0829_896	-1.8
gsiAb0829_96	0.0
gsiBb0830_1076	-4.2
gsiBb0830_1133	-0.7
gsiBb0830_1288	-1.6
gsiBb0830_1341	-2.0
gsiBb0830_1434	0.0
gsiBb0830_575	-0.4
gsiBb0830_637	-1.6
gsiBb0830_683	-2.5
gsiBb0830_727	-2.2
gsiBb0830_846	-0.8
gsiBb0830_905	-4.3
gsiBb0830_976	-1.9
gsiCb0831_189	-0.6
gsiCb0831_234	-0.5
gsiCb0831_279	-5.3
gsiCb0831_305	-4.2
gsiCb0831_375	0.0
gsiCb0831_427	-1.0
gsiCb0831_491	0.0
gsiCb0831_531	-3.4
gsiCb0831_576	-0.3
gsiCb0831_620	0.0
gsiCb0831_687	-1.4
gsiCb0831_737	0.0
gsiCb0831_794	-0.6
gsiCb0831_81	-6.0
gsiDb0832_128	0.0
gsiDb0832_184	0.0
gsiDb0832_232	0.0
gsiDb0832_285	-0.2
gsiDb0832_41	-4.1
gsiDb0832_437	0.0
gsiDb0832_530	-3.6
gsiDb0832_581	-0.7
gsiDb0832_63	-1.7
gsiDb0832_646	0.0
gsiDb0832_680	0.0
gsiDb0832_710	-3.6
gsiDb0832_748	-0.7
gsiDb0832_805	-1.7
gsiDb0832_845	-0.4
gskb0477_10	0.0
gskb0477_11	0.0
gskb0477_1109	-7.0
gskb0477_1230	-1.3
gskb0477_218	-0.6
gskb0477_26	-1.6
gskb0477_39	-2.1
gskb0477_401	0.0
gskb0477_41	-2.5
gskb0477_560	-2.9
gskb0477_58	-1.8
gskb0477_664	-3.1
gskb0477_75	-2.8
gskb0477_854	-3.6
gskb0477_997	-3.8
gspAb3323_1019	0.0
gspAb3323_1098	0.0
gspAb3323_1257	0.0
gspAb3323_1341	0.0
gspAb3323_1412	0.0
gspAb3323_222	-4.3
gspAb3323_29	0.0
gspAb3323_324	0.0
gspAb3323_406	-2.1
gspAb3323_519	-2.4
gspAb3323_53	-0.5
gspAb3323_632	-1.5
gspAb3323_737	-0.3
gspAb3323_815	0.0
gspAb3323_922	-0.4
gspBb3322_152	-1.6
gspBb3322_185	0.0
gspBb3322_211	0.0
gspBb3322_256	0.0
gspBb3322_261	-2.5
gspBb3322_263	-2.5
gspBb3322_294	0.0
gspBb3322_295	-0.1
gspBb3322_317	-5.2
gspBb3322_320	-5.3
gspBb3322_48	-1.3
gspBb3322_49	-1.3
gspBb3322_62	0.0
gspBb3322_63	0.0
gspCb3324_154	-2.8
gspCb3324_19	-0.5
gspCb3324_236	0.0
gspCb3324_259	-3.2
gspCb3324_356	-2.3
gspCb3324_4	0.0
gspCb3324_413	-0.7
gspCb3324_463	-0.9
gspCb3324_5	0.0
gspCb3324_533	-0.4
gspCb3324_579	-0.2
gspCb3324_608	0.0
gspCb3324_667	-0.8
gspCb3324_745	0.0
gspDb3325_1139	-5.1
gspDb3325_1241	-2.8
gspDb3325_1403	-2.5
gspDb3325_1569	-0.7
gspDb3325_1752	0.0
gspDb3325_1897	-1.8
gspDb3325_213	-0.5
gspDb3325_328	0.0
gspDb3325_406	-1.4
gspDb3325_515	0.0
gspDb3325_52	-2.4
gspDb3325_667	-4.4
gspDb3325_816	-0.2
gspDb3325_905	0.0
gspEb3326_1059	-3.5
gspEb3326_1140	-6.3
gspEb3326_1235	-2.9
gspEb3326_16	-5.6
gspEb3326_209	-4.4
gspEb3326_22	-6.0
gspEb3326_23	-2.8
gspEb3326_26	-3.8
gspEb3326_281	0.0
gspEb3326_381	0.0
gspEb3326_485	0.0
gspEb3326_590	-1.0
gspEb3326_648	-0.4
gspEb3326_782	-1.3
gspEb3326_917	-1.9
gspFb3327_1137	0.0
gspFb3327_127	0.0
gspFb3327_230	-2.2
gspFb3327_26	0.0
gspFb3327_27	0.0
gspFb3327_330	-3.5
gspFb3327_384	0.0
gspFb3327_499	-4.3
gspFb3327_601	0.0
gspFb3327_654	0.0
gspFb3327_740	-3.9
gspFb3327_782	-5.6
gspFb3327_972	-1.3
gspGb3328_164	0.0
gspGb3328_199	-1.7
gspGb3328_224	-1.6
gspGb3328_238	-6.9
gspGb3328_250	0.0
gspGb3328_257	0.0
gspGb3328_299	-1.2
gspGb3328_305	-1.2
gspGb3328_324	-0.1
gspGb3328_334	0.0
gspGb3328_373	-0.7
gspGb3328_392	-0.5
gspGb3328_407	0.0
gspGb3328_77	-2.0
gspGb3328_96	0.0
gspHb3329_143	-0.4
gspHb3329_173	-3.1
gspHb3329_201	-0.1
gspHb3329_23	0.0
gspHb3329_24	-1.0
gspHb3329_254	-1.8
gspHb3329_268	-1.0
gspHb3329_297	0.0
gspHb3329_346	-4.1
gspHb3329_383	-5.4
gspHb3329_400	0.0
gspHb3329_425	-8.5
gspHb3329_444	-0.6
gspHb3329_473	-0.3
gspIb3330_107	-0.7
gspIb3330_156	0.0
gspIb3330_197	0.0
gspIb3330_252	-0.6
gspIb3330_305	-2.9
gspIb3330_320	-3.0
gspIb3330_59	0.0
gspJb3331_12	-0.1
gspJb3331_167	0.0
gspJb3331_200	0.0
gspJb3331_201	0.0
gspJb3331_274	-4.6
gspJb3331_283	-0.7
gspJb3331_345	0.0
gspJb3331_447	-0.7
gspJb3331_457	0.0
gspJb3331_510	-1.7
gspKb3332_117	0.0
gspKb3332_188	-3.8
gspKb3332_218	-1.5
gspKb3332_300	-1.3
gspKb3332_358	-1.9
gspKb3332_422	-3.1
gspKb3332_472	-1.0
gspKb3332_533	-4.5
gspKb3332_584	0.0
gspKb3332_632	0.0
gspKb3332_679	-0.1
gspKb3332_748	-2.3
gspKb3332_817	-0.6
gspKb3332_903	-4.5
gspKb3332_951	-0.3
gspLb3333_1031	0.0
gspLb3333_1099	0.0
gspLb3333_180	-2.0
gspLb3333_32	-2.9
gspLb3333_380	-0.2
gspLb3333_4	-1.4
gspLb3333_456	-2.4
gspLb3333_536	-0.1
gspLb3333_601	-3.9
gspLb3333_71	-1.6
gspLb3333_731	-1.2
gspLb3333_783	-3.9
gspLb3333_864	-2.7
gspLb3333_940	-0.5
gspMb3334_106	-1.8
gspMb3334_116	-0.4
gspMb3334_137	0.0
gspMb3334_191	-0.2
gspMb3334_192	-0.2
gspMb3334_226	-3.5
gspMb3334_240	0.0
gspMb3334_292	0.0
gspMb3334_316	-0.8
gspMb3334_328	-2.4
gspMb3334_330	-2.4
gspMb3334_344	-3.0
gspMb3334_345	-2.9
gspMb3334_410	-2.9
gspMb3334_429	-1.5
gspOb3335_114	0.0
gspOb3335_149	-3.4
gspOb3335_16	0.0
gspOb3335_168	0.0
gspOb3335_203	-3.6
gspOb3335_221	-2.0
gspOb3335_314	-2.3
gspOb3335_319	-0.5
gspOb3335_488	-1.7
gspOb3335_542	-0.5
gspOb3335_566	-0.7
gspOb3335_591	0.0
gspOb3335_619	-3.4
gspOb3335_648	0.0
gspOb3335_68	-1.4
gssb2988_1368	-0.9
gssb2988_1525	-1.9
gssb2988_17	-4.3
gssb2988_1720	0.0
gssb2988_21	-9.3
gssb2988_30	0.0
gssb2988_31	0.0
gssb2988_525	0.0
gssb2988_57	-2.3
gssb2988_767	-2.0
gssb2988_930	0.0
gstAb1635_134	-4.5
gstAb1635_142	-4.3
gstAb1635_19	-1.8
gstAb1635_221	-5.2
gstAb1635_231	-7.2
gstAb1635_253	-3.7
gstAb1635_26	-0.5
gstAb1635_270	-2.7
gstAb1635_308	0.0
gstAb1635_342	-1.2
gstAb1635_343	-1.2
gstAb1635_367	-0.5
gstAb1635_41	-3.7
gstAb1635_51	0.0
gstAb1635_77	0.0
gstBb0838_160	0.0
gstBb0838_249	-0.5
gstBb0838_309	-3.3
gstBb0838_339	0.0
gstBb0838_364	-3.4
gstBb0838_386	-1.5
gstBb0838_395	-1.5
gstBb0838_544	-0.8
gstBb0838_588	-0.7
gtrAb2350_26	-5.9
gtrAb2350_271	-1.4
gtrAb2350_272	-5.0
gtrAb2350_273	-4.8
gtrAb2350_274	-4.8
gtrAb2350_302	-1.2
gtrAb2350_47	0.0
gtrAb2350_48	0.0
gtrAb2350_99	-2.8
gtrBb2351_175	0.0
gtrBb2351_187	-0.9
gtrBb2351_220	-0.1
gtrBb2351_243	-2.7
gtrBb2351_267	0.0
gtrBb2351_292	-5.6
gtrBb2351_366	-0.9
gtrBb2351_420	-0.1
